"prs_ResponseID","course","planSPELL"
"R_DdV2Y1MoW72vwsN","AmGov",""
"R_dhQNpIIutkxLAz3","JustS","Managing my time effectively as a business owner allows me to take this course. || Careful planning and prioritizing my day allows me to schedule the time to study. || I will be taking the course at home during the early morning hours before I start my daily activities. || Should I encounter obstacles, I will make up for the lost time by scheduling more lectures on a particular day. "
"R_DHxOiKzWSC4LtXb","JustS","I plan on completing this course at home or at the Library || I will try and set a schedule for myself || I will take the course lesson by lesson and not rush "
"R_Diag9j0AUoi3wUF","AmGov","Planning to do coursework before and after work. || If I fall behind the nature of the course being not so rigidly structured gives me the option to catch up on the free time I do have. "
"R_DIvMip26JlxW90Z","AmGov"," Now, Africa || get ahead of the program || make time for the course || not overload myself with too many courses, focusing on quality "
"R_djnhSvqAj4SpHV3","AmGov","At home at night and weekends || Stay on task and measure progress Reach out for help "
"R_DjUL3JZradahlex","JustS"," I believe this course is valuable for my development as a Master student and it's fundamental for developing a critical way of thinking when treating sensitive issues. || I have already written a few researches, but I treated sensitive issues without realizing how I could have thought about the concepts I was using. I believe it makes a huge difference to know exactly what you are writing, including the meaning of concepts used. || If I end up not having time for this course as I believe I will, I will just save all the material and get back to it once I have the chance to. "
"R_dm9nOLXRn3I3LRD","BioChem","Keep a set timetable for studying the course content || Set up calendar alerts for assignment due dates If I encounter any obstacles I will try using the web/textbook/ the discussion forum available "
"R_DoBs5oDg0QekoO5","BioChem"," During my spare time || Will make sure every weekends I will revise the course unit || By referring to other professors or lecturers that teach the subject || By referring the suggested book when there is a doubt/question arisen"
"R_DOEiCzitEvuCHSN","BioChem"," complete all assignments || devote at least 1 hour per day on reviewing or watching videos "
"R_Dq7RSwJwr3evu6t","JustS","I have a nice desktop set up with plenty of space to study. || I need to dedicate days and hours specifically for my courses and not deter from those. I need very structured environment to be successful in school. I can not deter away from that structure. || Making sure my environment is free from distractions. Turning off my phone, the tv and finding a time when my roommates are not at home is preferable. || I have been laid off. Although this is not ideal, it has opened up some time for me to do things such as this. It also allows me to do my courses in the morning when I am fresh and not overly tired. "
"R_DTUycdu3MaMsM8N","BioChem","Daily down time || Pace accordingly "
"R_DTxtMsmCRAmakxz","AmGov"," I have free time in the evening || I am also free in the Weekend I have Masters of Art Degree in International Relations, so that this will add to my learning"
"R_DuabSHQ4GtZjioh","AmGov"," I have scheduled time in my calendar every week dedicated to reading this course material || I will read the course content on my home computer. It is quiet. And I have no distractions. Should I have any obstacles, I will notify the instructors. "
"R_DvmrRcdCM3jno7n","BioChem"," Spending time for the course || Reading about the topics covered || Watching the videos and lectures. || Search for the topics individually to completely understand it"
"R_DzNnIWohLRODGgN","BioChem"," at home, weekday evenings || at home weekends at work (don't tell them)"
"R_DzWaIpCgtVFZxZL","BioChem","at home or anywhere time permits || will keep at it till progress bar says complete || will keep going back until obstacle is overcome; || build self-motivation; seek related materials and tie-ins to other areas or area of personal relevance (I work in health care) "
"R_e2jiAc9JrAxj6ox","AmGov"," 'Home office' area set up within my house. || Course dates/deadlines entered into my electronic calendar with reminders. || Family and friends knowing I am completing this course to provide motivational support. || Specific study times set in the diary across the 15 weeks."
"R_e4FNxKeDJnVu0Mx","AmGov"," at work and home || just be dedicated || work with whatever challenges there are || to finish minimally one chapter per week "
"R_eeRE5EcCNkrWqOt","AmGov","When and where - my home office || What specific steps - following the course syllabus How will you respond to obstacles - reach out to professors and other students "
"R_eFLtIikBEiwTqSZ","BioChem"," Plan to dedicate one hour daily to course content. || Plan to complete modules as quickly as possible so I don't fall behind. || Will travel with my computer to ensure I have access to class from any place in the world provided I can afford data services. || I will continue to work on the course past the closing date, use external resources and complete the course because I am committed to getting this certificate. "
"R_efWND6LtnfhgXD3","JustS","Work at home two times per week. "
"R_eFZsUS4sK81v5jf","BioChem"," Checking the videos 3 times a week || Taking notes || Reviewing notes before solving questions || Reading 1 hour per day about the current topic "
"R_eG9xfmNY9dWHZD3","JustS","Defining a place and time where and when to complete the course content || Trying to set a consistent habit to complete the course "
"R_ehpFmRscgyjBBF7","JustS"," In the evenings and at free time from work "
"R_eIKDJs4HFWqS7rH","AmGov"," When and where: live classes, post class reading. At my home office. || Specific steps: reserve time in agenda. || Response to obstacles: mostly agenda obstacles, will try to reschedule. || Debrief class learning end of day"
"R_ekBUgCv6nAVhVBL","JustS","At home during the day. || Organize my schedule. || Will try to overcome obstacles to the best of my ability: further reading, asking for advice and help and discuss with people around me. "
"R_eKl5gfkUBkL0PR3","AmGov",""
"R_ekQhAf462ltROTL","JustS"," On my free time || I will make sure I read each course carefully and ask a lot of questions to ensure I fully understand the material || I have never studied philosophy in English, my native language is Spanish so understanding semantics might be the most challenging part of the course. "
"R_elMNQiyPwSgjITX","JustS",""
"R_eLtdGfT1K5Vq4lv","JustS"," Video || Books "
"R_emqGtPlF6ZKvjrz","AmGov","Plan to log in at home and at the community college where I work || Plan to schedule a specific time to log in || Plan to do assignments when they are assigned || Will turn in work even if it is not perfect"
"R_en6QvHnRBI5Q6Ot","AmGov"," I've scheduled time each week after work to complete the lessons. || If I have to skip a week due to unforeseen circumstances, I have already scheduled a cushion time to make it up later. "
"R_ePxuzm5x0HoQa8F","AmGov"," I read a lot during my commute and other train travel, and I plan to do so during the course. In case of obstacles, I will ask one of my best friends, who is studying Law at the Dutch Erasmus University Honors Program. He already said he is of course willing to help me. "
"R_eqtJbSUohN5vmCZ","BioChem"," I will be working on this once I put my daughter to bed. || I will use the suggested guidelines for unit completions. I work best under pressure. For obstacles, the Internet is a wonderful resource. My Google-fu is strong. "
"R_eQy7xNIzc4JzY2t","AmGov"," In my studio at home. || Set aside time each day. || Weekly review. || Work with my spouse."
"R_eR142u3wQE0gQNj","AmGov","I intend to study at home in the evenings and perhaps on my lunch break too || A friend is also taking the course; we're competitive with each other "
"R_eRJo8wDDHTKfYzP","JustS"," Two lectures per week "
"R_erKS7xriLR9NyaR","JustS"," I plan to study the material in my home, before going to work and re-read professor Sandel's book at night. As for the videos or audios, I have them all in my Ipod so I can listen to them pretty much whenever I have free time during the day. || I have made a timetable of everything i want to read, I have only to compare the course material to that and add whatever is required to this timetable. || Focus. The obstacles will appear, and it is up to my dedication and focus to surpass them. "
"R_eRoUhEPncyoNtn3","BioChem","Complete lessons with a friend || Use it as a way to take a break from work "
"R_erZp30tQVvhzvz7","BioChem"," I plan to engage the course content at home, after work hours on alternate days. An hour thirty minutes per day. || I will give weekly accounts of coursework done and performances to my mentor. If for any reason I am not able to do some work on the course on any scheduled day, I will work extra hours to cover what I missed. I will keep at it until it is done. || I will ask and seek for help from colleagues, for the challenges that I cannot handle. I will also contact the professors in charge of the online course for suggestions and advice. || I will surmount every obstacle."
"R_eScEGJPJ1WARHTH","BioChem"," List key dates and deadlines on wall calendar. || If possible study in blocks to fit around other commitments. || Use a good textbook to supplement the course, I find reading my preferred means of learning. || Do not allow too large a gap to develop, falling many weeks behind is often challenging to overcome when there are constant time constraints."
"R_esoOKZQseHVAupH","BioChem","I will set aside time each week to do coursework at home. "
"R_eVCnuzUiVRRaXQJ","JustS","Most learning will take place at work || Dedicated time between work and kids coming come "
"R_eVUGUlEQfRtZgS9","JustS","a) I plan to spend time engaging the course in my home, studying and reading the texts of this course. || b) I think the first thing here is too see the Lecture Video. After, it's so important to read the texts and doing the discussions with everybody in the course. || c) Determination and concentration. The way to overcome obstacles in the course. || c) Discussions with other students. The second way to overcome obstacles in the course. "
"R_eWALdOcFI5u8HK5","BioChem"," my plans are to study this course in the morning, before going to work || also in the afternoon, during the breaks. "
"R_ewY8hn9t0sLZqRb","JustS"," During lunch || Computer Set Up || On certain nights of the week "
"R_ex4t9sPTx4dHWQ9","AmGov","1 hour a day, starting on 19th || review of the week during the weekend support from friends and family to whom I give a summary to ensure I have learnt properly "
"R_exJw7rVUlaV5hvz","JustS"," I plan to complete the course at night on the treadmill || 10,000 steps a day! || I can replace TV with the course if I miss a given session "
"R_exs5PrrAxrjFOff","BioChem"," See all videos and complete all quizzes in time, week by week || Try to apply the knowledge to real life (eg, I like coffee: I will try to understand why caffeine it's called 1,3,7-trimethylxanthine) Be ready to google and ask others about unclear parts of the course"
"R_eYjZMVgb0plncSF","JustS"," In my spare time after my working hours at the job. Maybe even at home. || I normally meet all my deadlines including other online course timelines. I plan well. "
"R_eyudDnuK1s4PtCN","BioChem","Further studies. || Updates of the course content.. "
"R_ezFOZXihrW1KP3r","BioChem","At home, in my room || blocked out time 3 times per week will review amount of time needed as course progresses "
"R_NW4fLn3Vv5RQIX7","JustS"," I plan to finish one lecture a night thourice a week to be able to finish "
"R_O23GPK6QmMWpTNL","AmGov","Every day- 5 days a week || Devote at least one hour a day || Study for quizzes || Watch news programs and documentaries."
"R_O2W8ppWKVzn1enL","AmGov","I will set aside time each week to study coursework || Probably on Sunday, a quiet day without too many interruptions if I miss study time , I will try to make it up "
"R_O8U4Lu4cFtAPdEl","AmGov"," I plan to work 2 hours a week on this course. || I plan to take all necessary steps to complete this course. I'll take all obstacle head on and work them out."
"R_O98Uj3jSgaRQBlD","AmGov","I have free time to do the work || I picked a course that i want to learn about "
"R_O9dubOEvMMG9Vex","AmGov","I will be going about the course trying to peruse the content on a weekly basis. || I will also try and take the help of the books available on this topic from my college library. || I might even take the help of my college professors. || Along with this I will use the discussion forums here to assist and guide me along the way. "
"R_OAKgPBzMI84EBrP","JustS","My office or my home, after hours and on weekends || I will add Study EDX to my daily and weekly To Do lists || I overcome obstacles || I will implement what I learn, to incentivize myself to keep going "
"R_ODwvtZiwMbPlm7v","JustS"," I planned to work on this course on my laptop and on my days off. || I've tried to make sure I'll have enough days off work every week. || I've set alarms and reminders on my phone to remind me to do this course. "
"R_OfM7SzDTgT3cfaF","BioChem","I'll try to study after my summer training in my home daily || obstacles are going to be encountered by searching for answers and explanations from outside resources searching for stuff in external videos "
"R_OfYdFutnNbgviHD","BioChem","I plan to spend at least one hour every weekday on the course material || I will summarize the work as I go thourough the course content to ensure that I have all the relevant information in one, easy to access, document I will refer back to my old biochemistry textbook if I cannot find the answers in the course videos "
"R_OHcR7ezBtbB46iZ","AmGov","I plan to take the course on my lunch hour "
"R_OiDiq2GeKY3IrkZ","JustS","At home, before or after work. || If I am unable to do enough work in a specific week, I will attempt to double up the coursework learning in the next week. "
"R_Ok7whVdzUAAlfuV","JustS"," Will engage with course content on Sunday afternoons. || I will keep a checklist of items to complete for the course. || I will try and persevere thourough them "
"R_OkCmwHSAih0BxLz","BioChem",""
"R_Olp1YqB0iclvyTf","BioChem","I plan to work on this class at home or during lunch breaks. || I have plenty of friends and colleagues who might answer my questions if I am having difficulty, aside from the discussion forum of course. "
"R_OmcfbKO1qW6uL9D","BioChem","At home in the evenings or during the day. || Dedicating 4 hours per week to the course materials. Time management skills, scheduling, etc. "
"R_OveWF76DFrn0eCl","JustS","I will probably study in bulks since all of the content is available || Whenever I find time - I don't want to stress myself out over an online class || Since I have seen the lectures on youtube already I expect that I turn to further reading || Generally very much at ease with this course "
"R_oYnYzRg9z1RibSx","BioChem","At home in my study or the library. || Try to keep to a 15 week schedule so I will be finished by December 16. || Potential obstacles will be outside obligations. I have to anticipate for them and schedule accordingly. || If I find I don't have the background for a particular topic, I will research it. I love reading and researching."
"R_oZH5ZMI0EYPG43n","AmGov"," At night after work || Read the material, watch the videos and make some research look for extra material related to the course"
"R_oZWvIjAS1NQT4iZ","JustS"," Do not procrastinate: complete one lesson every week. || Download all videos and lectures and study them during my transit time. || Leave some material for the winter break if I fail to finish earlier. || Go to bed with my phone and do some work every day."
"R_p3tbXRlYUkek4H7","AmGov","in the mornings before i go to work || check in daily to edx || check email || just try my hardest to break thourough the obstacles "
"R_p4pAPl2gZHYB7fr","JustS","Do my assignments and work as early as possible to avoid some delays.. || Use most of the weekends, free time and after work hours to do the course. || Since my office is near my home I prefer to stay at work most of the time to avoid disturbance at home. Minimize traveling outside Windhoek during my study time. "
"R_p4wNL1erELt6y65","BioChem",""
"R_p5fYJLBqAQCBz45","AmGov",""
"R_pAkNfj8BbdQlpUl","AmGov"," Schedule deadlines earlier than the one provided || Use Outlook and Gmail calendar for reminders Reschedule and prioritize any missed sessions"
"R_PBP4iJMdaaGsCWt","AmGov",""
"R_pbYg7Ca11QlpX2h","BioChem"," At home, on the weekend and maybe sometimes after work. || Watch the videos, read the textbook. Watch and read again; read discussion forums"
"R_pF6ASCUw9xZf2bn","AmGov","At home, office, Province (Philippines) and in the US, i will spare time on the course || I will comply with all the requirements be it reading, doing assignments and accomplishing quizzes || I will ask the assistance of the Professor and teaching staff, including my support staff here in my country || I will devote time and effort to finish the course"
"R_pghUoZso8pKHnDb","BioChem"," I would study from my home with my own ease of time. || I would devote nearly 1-2 hours/ day for this course. || I would be thourough with the study material to not forget the various concepts. || I would also like to perform extra curricular activities and research work if I get a chance to know better about the course content."
"R_pgxuKUI80BB25nb","JustS","I don't have a plan but my time commitments generally are elastic and irregular so if I remain interested I make the time "
"R_phJ8KhhPpm1tp7j","JustS",""
"R_PHTrR1LwcAcAuzL","BioChem"," by the first week of December at home || thorough research about intriguing topics ask as many questions as possible in the forums"
"R_PIBxOZhWZxxvy6d","AmGov","I expect to spend evenings and weekends engaging course content || I hope to register with my brother so we can keep each other accountable Internet connectivity will likely be my largest problem. I may need to invest in a router "
"R_PIKbT2JZIDMmSXL","BioChem","In spare time || Studying the course Get more information from the internet "
"R_piqypLdBcooMTg5","BioChem"," Set times for study || Complete tasks early to make time for preparatory study || Seek out further resources for problems || Cross fingers :) "
"R_pKo0nIsjADuNPmF","BioChem","At home during night hours. Try to use my biochemistry textbook/forums/google to overcome obstacles "
"R_pKR9NN6q4vEd87T","AmGov",""
"R_pLF7exCuE4JHI2t","BioChem"," in my workplace in between the break times and at home || any time, whenever i find time || i am much interested and my major is biochemistry, so i ll just follow the the steps in course || i will engage my whole weekend if i don't find time "
"R_pMfkyss2v9xIS4x","BioChem",""
"R_pMZnz9ANAMIQf61","JustS"," i want to study in the mornings in my favorite cafe before other of my daily activities || i want to study for about 1 hour a day "
"R_PNT2JRCfRvoxGpP","BioChem","plan to finish the course during summer break || study at home "
"R_POIhm73Ag9q1uX7","AmGov"," every day 1 hour || during my free time "
"R_POOAl8Dn0qAUltD","AmGov"," I will study at home. || I always find way to finish my school. "
"R_pQrOjirSfPhTpFT","AmGov","i'll engage in the course content from home, after work, and on weekends || i'll attend weekly units, participate in discussions and assignments i'll study additional materials via alternative sources to overcome obstacles "
"R_PRPIXahCgC8srwR","BioChem","I have acquired a stable internet connection and a laptop || I have purposed to engage in the study material as soon as the units are released I will respond to obstacles by slowing down and making assessments before embarking on the journey "
"R_PS6cYZDNf0Cx2eZ","BioChem"," At home and at work || Study all time indicated by course. Studying, forums ..."
"R_PSvOLE7e7LTmkdX","JustS",""
"R_PuiBYOa6R2vYZWN","BioChem","every day || Read books on biochemistry Do some online research and ask questions in the forum "
"R_pxz5umPyYbRAa5j","BioChem","learn the contents of videos || study in my resources of books || search in internet || looking for the forum in the case of extreme difficulty"
"R_pyJbpvkniZ3WGR3","AmGov"," I wait to engage with the course content each weekend, if not on the days (Tuesday and Thursday) material is actually released || I use the app GroupMOOC to schedule my courses and see at a glance how many hours are required of each course and when material is released || I will try to listen to lectures and read material during commutes and lunch breaks whilst attempting to complete the actual material during the evenings and weekends || I will try and maintain a regular timetable for the course but should obstacles arise, I will allow myself contingency time to ensure I am able to catch up with assignments "
"R_PZYEyLySEOqgdWx","AmGov"," my house "
"R_Q07ADXt0KOT2Ww9","JustS","I hope to study house, at least thouree times a week || Organizing my schedule between attending to the course and participating of the interaction spaces in different moments || I plan to articulate the offered materials with the knowledge I already achieved on the proposed topics "
"R_Q0tJQMjwsIaskb7","AmGov"," each Tuesday and Thursday || 4:30 pm make sure I finish each as they come out"
"R_Q6s59Sc9VxypeJH","AmGov","Study at home, try to complete material before weekend, discuss in forums || Study after work, complete material every week, search internet "
"R_Qa0kTtOHhdXz0qZ","AmGov","At school, during free periods, I will do some work. I will set aside time carefully. || At home in the evenings, I will complete some work and set strict deadlines for doing this. "
"R_qDS629Wy17HYZln","JustS",""
"R_QfA56xE8YjkH077","BioChem","to study best books on biochemistry || to relate video content to research articles to sit in alone place to understand in a better way "
"R_Qhy6QqMRioDQ1Db","JustS"," I resolve to study at home at least an hour or two every day, even if that study merely entails reviewing what I've already read. || 1) I will set aside quiet time to read and reflect. 2) I will prepare a space conducive to study during this time. 3) I will maintain a positive outlook by doing an activity prior to study beneficial to learning (meditation, visualization of learning outcomes) be fed, rested and emotionally prepared. 4) I will make a list of terms to learn the definition of, 5) I will make note of relevant questions the material brings to mind, then break down the material into simpler terms and related sub-questions. 5) I will respond to all sections of the course in order to be a fully engaged learner and active participant. || I will examine and/or re-examine the material. Reconsider the posted arguments and perspectives and look for new posts. Ask my instructor questions, and search other sources (the internet, public library) for information which may help me better mentally process, comprehend and synthesize the material as well as view-points of others. "
"R_qO2YKtr2oRB7Otb","JustS","I intend to study this course whenever I can take out time, I am trying to finish it as soon as I can , when the knowledge of the previous lectures is still fresh. I don't want it to linger on. || I am taking out extra time from my schedule to ensure that the course is completed by me and am also making sure that my effort is up to the mark. || I will consult the discussion groups and the reading materials. "
"R_qOBsAgDAhU2v7Al","JustS",""
"R_qQ47MgxDufkdP21","BioChem"," I plan to set aside an hour or two every day for the course. || I will organize an agenda to help me complete the course I will use the resources this online course provides, as well as the internet, to help me overcome any difficulties I encounter. "
"R_qWyJBiatfcufxHH","BioChem"," I will dedicate an amount of time every day to this course || i will use complementary bibliography if needed, and perhaps some textbook in spanish"
"R_qxbAI5zNA8ywI8h","JustS"," I plan to study at night at my apartment when I am done with my school work. "
"R_qXFtmVjUhnoLSp3","JustS","I will spend evenings and weekends at home studying. || I will set aside more time for my online course by sacrificing my social life for a while. "
"R_R3kpHhoe4xghH0Z","BioChem"," over the summer || at home a lesson a day"
"R_R3SlT35XK4EUxqN","AmGov",""
"R_r7qGScP4xkHWmu5","AmGov",""
"R_r8bxBtzEbYP6ueB","AmGov"," Complete mostly in school during a study block || Work alone each time "
"R_RaDXD2aehmP6lLr","JustS"," Read, study and review every morning at home, before starting my workday. || Strategically schedule the readings and modules. "
"R_Rgl6bLLsoDUVLnH","JustS"," At home, after work || at my lunch time "
"R_RIkt7tclLJHdLnb","BioChem","At home on weekends || Set reminders stay focused || I will take this course one day at a time to Adjust to anything || Stay dedicated to studying remind myself of career move"
"R_RJt34nW2akYR1O9","AmGov"," I will study at home, after work and after chores being done || Need to get required textbook || Self-discipline || Set every day goals relating this class"
"R_RKQmqCRgTwk1zMJ","JustS"," In my home office, two to thouree times a week. || I have purchased materials in order to take notes, print reading material, etc.... and am prepared to treat this course as any other course, which I took for college credit, in the past. || That would depend on the particular type of obstacle. || I have also informed those closest to me that I have enrolled, I believe this is a way to also keep me motivated to complete the course, in the event I become unfocused. I have ADHD, and have a tendency to get distracted easy. Holding myself accountable for the goals I set, helps me to stay on task. "
"R_RksDbtyTsnAhSW5","BioChem","I will try to finish this course whenever I can. I shall try my best to stick to the deadlines and study reference materials that may be mentioned in the course. "
"R_rlPtecpoK3DZHZT","JustS"," don't give up || study after work at home || spend a few hours a day doing coursework "
"R_Rnxau87y369XzkR","JustS"," I'm unemployed now so I have time each morning to watch a lecture. || I already started reading the book Justice. || I invited a friend to take the course. || I'd like to meet with people in the city going thourough the course."
"R_roQKKAv6KIIQHHb","AmGov"," I am planning to study this course at my home where I have 24*7 Internet facility. || The steps which I am going to take to ensure I complete all the required coursework on time is as a distance learning student, I can find that being pro-active and engaged in my personal learning experience will pay off in good grades and depth of learning. || I must read the syllabus and use it as a Roadmap, I must follow online resources carefully week by week, I must search for one new idea in every video session, assignment, and reading, I must contribute to discussions, and lastly I must set long-term goals. || Things which I should start doing will help me in overcoming any obstacles that might encounter during the course are: Reinforce a positive outlook, Look down on a problem, Define the problem completely, Take bite-sized chunks, Think logically, Find similarities, Mistakes happen, Keep emotions in check, Be honest and realistic,"
"R_RQY4PvJlq2abCnv","JustS","a) Home office, traveling hotel, airplane || b) Discipline not a problem || c) Glass of wine "
"R_RrSw4T9Jnlt8nzX","AmGov","At home || Schedule time each week specifically for the course Re-evaluate my study plan "
"R_RVNtITHrLXCncLD","BioChem","when and where: weekends / after work at home || steps: pursuing the verified certificate course helps i guess, gives me some sort of a goal in response to obstacles: search online or reach out to friends/relatives "
"R_Rxay9nFiKH1Eepb","AmGov","Using weekends to advance in the course. "
"R_s4GzivvbFvBQCd3","JustS",""
"R_SAvDclKxlbDDoOJ","BioChem","At home after work hours || finish coursework one at a time before getting to the next ask the tutors and fellow course mates "
"R_SB2yHHuaAL86liN","JustS"," I will spend 30 minutes to a half and hour everyday as soon as I come home from school/practice. || I will set a goal of two lessons per week so that I can complete them all by the deadline. || If I encounter obstacles, I will use the discussion page to ask questions. "
"R_sBXMqjVgqukmpzz","JustS","Everyday Sunday I will spend time to achieve the course goals. || A notification in my calendar will remind me to do this also when other issues (work, personal life) are very time consuming."
"R_sbYilfiZ2BIDpwR","AmGov"," late night unobstructed study || keep up with the readings, etc || find additional or other times to follow thourough || read additional materials "
"R_SCsqSoYA4Gjg7rH","BioChem","At home in the evening || Prepare a schedule try my best to overcome "
"R_sdKn4bALyOyIM8x","JustS"," When I am home and not working. || Set aside time for this. || Study and re-read. "
"R_sFMT9WUxgVGLhap","AmGov"," Use current school free period to engage in study || Use weekends for assignments "
"R_sFOUczU8wCOZ6jD","JustS","Whenever i get spare time every day || Do a couple of weeks work per day so i am ahead || Being ahead of schedule allows me a buffer in case my external workload increases "
"R_sHG6cfsRxlCXlq9","JustS","Study at my home whenever i get spare time || listen to lectures || complete quizzes on time || finish things before 15th Jan "
"R_sIlP7MI6RmeUced","BioChem",""
"R_sj3q3oXyzRyZwPv","JustS","I plan to complete a lesson or 2 each weekend || I have free time on Sundays and this is when I will do coursework each week "
"R_SJe9x9aZv6G9lcZ","AmGov","In my room. || Ask for help if/when needed || Blessings. || Studying"
"R_sjIsQs2JLdMfHDb","JustS"," At least 6 hours each week "
"R_sjLuMxthzR7shR7","JustS"," Night reading on daily basis || Weekly assessment of my achievements || Interaction with other students online || Asking for help when needed"
"R_SJnjk0hTsjZGzJL","AmGov","Every week and at home || Read and pass essays Seek for help "
"R_sLFUcAkdQXbBii5","JustS"," I'm embarrassed to admit, I have no plan, as of yet. "
"R_sM2SxNj3VPlijEB","BioChem"," (Down)Load all of the unit content when I can and devote 2 hours of studying for every hour of content. || Note key terms along with their definitions for future studying. || Finding outside sources for each key topic to supplement my edx learning. || Form my own quizzes that will consist of terms and definitions, conceptual questions, and problem solving ideally with each unit. "
"R_sMUb1iODypHKpfr","BioChem","I will spend time engaging in the content at home and at work. || I will try to set aside time every day to look over materials and advance thourough the units. || I will use my time efficiently and will try to avoid any distractions that come up during the course time that I have set aside. || I will keep a planner that will keep me on track. "
"R_sNEHlP3s4GwLNhD","JustS"," I'll use my free time to study and to write the important things that prof. Sandel says and I'll use the edx community for questions. "
"R_SSPT4xVCChmV6hz","JustS","study at me desk, in my home office, all required ready, ask questions || all required ready, || ask questions "
"R_stgtJgUIAx8lV6N","AmGov",""
"R_STp8degEG6gMob7","JustS","Ideally the plan is to engage the course content during time off from work. || Keeping track of coursework and course progress || If any obstacle were to arise they will be approached head on and resolved in a timely manner. "
"R_svwrUAoXuZAAAtH","AmGov"," after my classes in my university, in my home . Save time, exclusively for this course Improve my english, because isn't perfect sharing with others students / Read with interest / And... positive thinking Asking, reading "
"R_SZBYRpFmgQnTpYJ","JustS"," I plan on carving out a specific amount of time each week to complete the required reading/studying. || I also plan to take quizzes in an educational environment such as a library. || I have family members who are behind me in this endeavor to help with personal obligations. || If obstacles do arise, and they probably will, I will deal with them as best I can while taking all factors into consideration to meet my personal goals."
"R_szINL3qEFdhUUuZ","JustS"," Watch 1 Video Every Saturday Night || Write a journal about what I have learnt || Answer a problem (What will I do in that situation) on Sunday Morning || Read the required readings"
"R_SZxatKKiXf20KmR","BioChem","Will study at home on desktop computer || Will assign a specific day each week to study || Will assign a specific time period for each selected day || Will use catch-up strategy if a planned day/time period becomes difficult "
"R_T0zxonmjaOqo8iR","JustS","When/where: studying during the evenings and when commuting. || Steps: not just reading/summarizing the required work but also relating it to other work that I have read. Create mind maps to see the relations between the different topics. || Obstacles: each week I will evaluate my progress and see if I need to adjust my study plan. || "
"R_T1NMhzQqQLZ6ZiN","BioChem","It's summer time and I plan to do as much of this course as I can before returning back to school. || I plan on doing at least an hour a day of work towards this course. || I'll do my best and even though it might sound tacky, i'll set alarms on my phone to remind myself to complete the course. || I'll remember my set-out goal, which is to complete what I started and live up to my name as the girl who never quits."
"R_T1wbbKRNKJx02Ah","AmGov"," I will study in the evenings. || I will put due dates in my smartphone calendar app. || I will take notes. || I will schedule my studies in a manner that gives me flexibility."
"R_T8jEtHsZutkxfz3","JustS"," Plan on spending my Sundays as the primary day for studying and coursework, while reading passages thouroughout the week whenever able. "
"R_TcR3HC8U3Xg4Ge5","JustS"," I plan to devote at least five hours a week to the course. || I have scheduled it into my daily planner, so I know exactly when this is the time I have committed to this. || I'm not going to stress it -- as long as I keep up every few days, I'll be fine. || Thank God I don't have kids."
"R_tDp9DIuo3e8ba81","BioChem","Spend time on this course in a quiet place, every day || Give myself study/coursework targets every week || Watch videos or read books about things I find difficult || Reward myself each time I complete an assignment"
"R_TdQtmdjhu8nRRrH","JustS"," Carve out time on two evenings per week when the rest of the family have other commitments || Pace myself to do the course over the 12 weeks || Discipline myself to record notes and thoughts in a journal || Use my college-age daughter as my accountability mechanism"
"R_tDw6UUvKn8a20RH","JustS","Commitment || Help with friends/community || Pace myself || Peaceful surroundings "
"R_TdWQgKAsL2llU53","AmGov",""
"R_Ti0f0g0yq7QDqGl","JustS"," Every evening at home || If I find something difficult, I will go to the discussion forum to understand better || I will manage all my other activities on time so I can pay full attention to this course "
"R_TjWxfgdTaHL1geB","JustS","During the day in my home. || When the kids are in school. || When I am not stressed or distracted. / "
"R_tKZjGMcDuUqyrKN","JustS"," Allocate a specific time slot everyday for the study. || Secure quiet study spaces in home and in the office. || Try not to book too many business trips during the course! / || Tell my family members about the study plan and get their supports."
"R_ToWjob6rBjVyosV","BioChem",""
"R_Tw0cNUvbnEnrvsR","JustS","I try to work thourough the content daily - however this is not always possible as I am already enrolled in an institution and therefore have to place my university course content above that which is given to me online. || If I am uncertain about any of the content I will email the instructor pertaining to that specific course. / || The best way for me to engage at this point in time would be by updating myself with more recent case studies and evaluating those studies with the knowledge I have gained. || If I encounter any additional obstacles - I will cross that bridge when I get there. I'd like to think I can create solutions head-on. "
"R_tWjjCruVNmNNtdL","JustS","I'm planning to watch one or two conferences and then read the contents to be prepared for the different quizzes || I'm going to spend one or two hours per day to complete all lessons || If I have a problem, I will contact the staff to know what I can do "
"R_u1tO88cu6B8UD8B","JustS","I usually spare sometime at work (due to my flexible working hours) in office to view the course || check the course syllabus || google, or post in the forum "
"R_u4WZ1YXN3dVjAgV","BioChem"," dedicated time window on daily basis || reading a lot of textbooks "
"R_U9H0D9hfR4kj2lX","BioChem","Most likely at home || Any time during the day, but most likely not during early morning I will persevere... :) "
"R_UaKNHZGLlLBSHxD","JustS","I will study at my job. This the location I've been studying at for the past 2 years. "
"R_ualwfzIDrQtBG4V","BioChem"," At home thourough the week || Work thourough the lectures and problems Review videos and notes"
"R_uanOW0oqWt51lwl","JustS"," In the afternoon, at home. || Watch the videos, read some books I already possess. || I will work more in some weeks than in others. "
"R_UASzW79ATRdYN69","AmGov"," at home or ADA University || I will do what is required to complete the course I am not going to give up, so I am going to do my best in order to overcome all difficulties on my way "
"R_UbVC0o4AL7cBkLn","AmGov","a) In the evenings at home || b) Watching the video lectures and doing the assignments c) Finding out more information about the problem and trying it out from a different angle "
